/c4 X,/c4 Y,/s3 X,/s3 Y,/s2 X,/s2 Y,/s1 X,/s1 Y,/s0 X,/s0 Y,/b3 X,/b3 Y,/a3 X,/a3 Y,/b2 X,/b2 Y,/a2 X,/a2 Y,/b1 X,/b1 Y,/a1 X,/a1 Y,/b0 X,/b0 Y,/a0 X,/a0 Y,/c0 X,/c0 Y
1.500021391578392e-08,6.473420817808075e-07,1.500021391578392e-08,0.0002813472980383291,1.500021391578392e-08,2.009514049372733e-05,1.500021391578392e-08,0.0002432043676818059,1.500021391578392e-08,7.777864164720339e-05,1.500021391578392e-08,1,1.500021391578392e-08,0,1.500021391578392e-08,0,1.500021391578392e-08,0,1.500021391578392e-08,1,1.500021391578392e-08,0,1.500021391578392e-08,0,1.500021391578392e-08,1,1.500021391578392e-08,0
1.500021620104174e-08,6.584961932318891e-07,1.500021620104174e-08,0.0002844682308894481,1.500021620104174e-08,2.043192641868814e-05,1.500021620104174e-08,0.0002459074574847234,1.500021620104174e-08,7.868807795054476e-05,1.500021620104174e-08,1,1.500021620104174e-08,0,1.500021620104174e-08,0,1.500021620104174e-08,0,1.500021620104174e-08,1,1.500021620104174e-08,0,1.500021620104174e-08,0,1.500021620104174e-08,1,1.500021620104174e-08,0
1.500021867309061e-08,6.704957328715938e-07,1.500021867309061e-08,0.0002878265766760692,1.500021867309061e-08,2.071782677246438e-05,1.500021867309061e-08,0.0002488153501520069,1.500021867309061e-08,7.967487038621789e-05,1.500021867309061e-08,1,1.500021867309061e-08,0,1.500021867309061e-08,0,1.500021867309061e-08,0,1.500021867309061e-08,1,1.500021867309061e-08,0,1.500021867309061e-08,0,1.500021867309061e-08,1,1.500021867309061e-08,0
1.500021960106553e-08,6.748066320034804e-07,1.500021960106553e-08,0.0002890924003410411,1.500021960106553e-08,2.079729085816613e-05,1.500021960106553e-08,0.000249912004485779,1.500021960106553e-08,8.004686492135905e-05,1.500021960106553e-08,1,1.500021960106553e-08,0,1.500021960106553e-08,0,1.500021960106553e-08,0,1.500021960106553e-08,1,1.500021960106553e-08,0,1.500021960106553e-08,0,1.500021960106553e-08,1,1.500021960106553e-08,0
1.5000220065053e-08,6.768732262573115e-07,1.5000220065053e-08,0.0002897248376647148,1.5000220065053e-08,2.083066320267793e-05,1.5000220065053e-08,0.0002504596650085461,1.5000220065053e-08,8.023318788023032e-05,1.5000220065053e-08,1,1.5000220065053e-08,0,1.5000220065053e-08,0,1.5000220065053e-08,0,1.5000220065053e-08,1,1.5000220065053e-08,0,1.5000220065053e-08,0,1.5000220065053e-08,1,1.5000220065053e-08,0
1.500022099302792e-08,6.807426042178539e-07,1.500022099302792e-08,0.0002909899125417667,1.500022099302792e-08,2.088873459013445e-05,1.500022099302792e-08,0.000251555321935893,1.500022099302792e-08,8.06064060701158e-05,1.500022099302792e-08,1,1.500022099302792e-08,0,1.500022099302792e-08,0,1.500022099302792e-08,0,1.500022099302792e-08,1,1.500022099302792e-08,0,1.500022099302792e-08,0,1.500022099302792e-08,1,1.500022099302792e-08,0
1.500022284897777e-08,6.871940866996081e-07,1.500022284897777e-08,0.0002935216490026361,1.500022284897777e-08,2.098534260200791e-05,1.500022284897777e-08,0.000253748231812742,1.500022284897777e-08,8.135533912613619e-05,1.500022284897777e-08,1,1.500022284897777e-08,0,1.500022284897777e-08,0,1.500022284897777e-08,0,1.500022284897777e-08,1,1.500022284897777e-08,0,1.500022284897777e-08,0,1.500022284897777e-08,1,1.500022284897777e-08,0
1.500022656087748e-08,6.951676290326416e-07,1.500022656087748e-08,0.000298593513805396,1.500022656087748e-08,2.115883460246842e-05,1.500022656087748e-08,0.0002581417106026955,1.500022656087748e-08,8.286422394366702e-05,1.500022656087748e-08,1,1.500022656087748e-08,0,1.500022656087748e-08,0,1.500022656087748e-08,0,1.500022656087748e-08,1,1.500022656087748e-08,0,1.500022656087748e-08,0,1.500022656087748e-08,1,1.500022656087748e-08,0
1.500023398467689e-08,7.010493116460718e-07,1.500023398467689e-08,0.0003087851484028387,1.500023398467689e-08,2.151857906842342e-05,1.500023398467689e-08,0.0002669696520822882,1.500023398467689e-08,8.593338972135227e-05,1.500023398467689e-08,1,1.500023398467689e-08,0,1.500023398467689e-08,0,1.500023398467689e-08,0,1.500023398467689e-08,1,1.500023398467689e-08,0,1.500023398467689e-08,0,1.500023398467689e-08,1,1.500023398467689e-08,0
1.50002488322757e-08,7.076932284654008e-07,1.50002488322757e-08,0.0003294725939871133,1.50002488322757e-08,2.227405429786991e-05,1.50002488322757e-08,0.0002848705421057708,1.50002488322757e-08,9.237500779775713e-05,1.50002488322757e-08,1,1.50002488322757e-08,0,1.50002488322757e-08,0,1.50002488322757e-08,0,1.50002488322757e-08,1,1.50002488322757e-08,0,1.50002488322757e-08,0,1.50002488322757e-08,1,1.50002488322757e-08,0
1.500026790455637e-08,7.191438791985501e-07,1.500026790455637e-08,0.0003573215137318651,1.500026790455637e-08,2.329166895700812e-05,1.500026790455637e-08,0.0003088398272989636,1.500026790455637e-08,0.0001020653505595562,1.500026790455637e-08,1,1.500026790455637e-08,0,1.500026790455637e-08,0,1.500026790455637e-08,0,1.500026790455637e-08,1,1.500026790455637e-08,0,1.500026790455637e-08,0,1.500026790455637e-08,1,1.500026790455637e-08,0
1.5000271526722e-08,7.213245875834562e-07,1.5000271526722e-08,0.0003628590211883317,1.5000271526722e-08,2.349412432610322e-05,1.5000271526722e-08,0.0003135787127221298,1.5000271526722e-08,0.0001041851144289792,1.5000271526722e-08,1,1.5000271526722e-08,0,1.5000271526722e-08,0,1.5000271526722e-08,0,1.5000271526722e-08,1,1.5000271526722e-08,0,1.5000271526722e-08,0,1.5000271526722e-08,1,1.5000271526722e-08,0
1.500027333780481e-08,7.224785342033598e-07,1.500027333780481e-08,0.0003656635494684372,1.500027333780481e-08,2.359654928799612e-05,1.500027333780481e-08,0.0003159745019757673,1.500027333780481e-08,0.0001052863617279965,1.500027333780481e-08,1,1.500027333780481e-08,0,1.500027333780481e-08,0,1.500027333780481e-08,0,1.500027333780481e-08,1,1.500027333780481e-08,0,1.500027333780481e-08,0,1.500027333780481e-08,1,1.500027333780481e-08,0
1.500027695997044e-08,7.248839355745002e-07,1.500027695997044e-08,0.000371162691972731,1.500027695997044e-08,2.38023089875313e-05,1.500027695997044e-08,0.0003206837311606903,1.500027695997044e-08,0.0001073412097223786,1.500027695997044e-08,1,1.500027695997044e-08,0,1.500027695997044e-08,0,1.500027695997044e-08,0,1.500027695997044e-08,1,1.500027695997044e-08,0,1.500027695997044e-08,0,1.500027695997044e-08,1,1.500027695997044e-08,0
1.500028083557917e-08,7.275283960040083e-07,1.500028083557917e-08,0.0003765264804870216,1.500028083557917e-08,2.401848657225119e-05,1.500028083557917e-08,0.000325343989820918,1.500028083557917e-08,0.0001088753815549196,1.500028083557917e-08,1,1.500028083557917e-08,0,1.500028083557917e-08,0,1.500028083557917e-08,0,1.500028083557917e-08,1,1.500028083557917e-08,0,1.500028083557917e-08,0,1.500028083557917e-08,1,1.500028083557917e-08,0
1.500028537810273e-08,7.306084085835819e-07,1.500028537810273e-08,0.0003820631853096476,1.500028537810273e-08,2.426020657306328e-05,1.500028537810273e-08,0.0003302807280232749,1.500028537810273e-08,0.00010974698840722,1.500028537810273e-08,1,1.500028537810273e-08,0,1.500028537810273e-08,0,1.500028537810273e-08,0,1.500028537810273e-08,1,1.500028537810273e-08,0,1.500028537810273e-08,0,1.500028537810273e-08,1,1.500028537810273e-08,0
1.50002865041715e-08,7.313582582340707e-07,1.50002865041715e-08,0.0003833670804483263,1.50002865041715e-08,2.431818162652319e-05,1.50002865041715e-08,0.0003314598860679539,1.50002865041715e-08,0.0001098824922544739,1.50002865041715e-08,1,1.50002865041715e-08,0,1.50002865041715e-08,0,1.50002865041715e-08,0,1.50002865041715e-08,1,1.50002865041715e-08,0,1.50002865041715e-08,0,1.50002865041715e-08,1,1.50002865041715e-08,0
1.500028875630905e-08,7.32837318557678e-07,1.500028875630905e-08,0.0003860048578507389,1.500028875630905e-08,2.44334918234103e-05,1.500028875630905e-08,0.0003338421484611799,1.500028875630905e-08,0.0001101916694256155,1.500028875630905e-08,1,1.500028875630905e-08,0,1.500028875630905e-08,0,1.500028875630905e-08,0,1.500028875630905e-08,1,1.500028875630905e-08,0,1.500028875630905e-08,0,1.500028875630905e-08,1,1.500028875630905e-08,0
1.500029326058415e-08,7.357763831386091e-07,1.500029326058415e-08,0.0003913341491848936,1.500029326058415e-08,2.466439913980929e-05,1.500029326058415e-08,0.0003386462578361783,1.500029326058415e-08,0.0001108651822488038,1.500029326058415e-08,1,1.500029326058415e-08,0,1.500029326058415e-08,0,1.500029326058415e-08,0,1.500029326058415e-08,1,1.500029326058415e-08,0,1.500029326058415e-08,0,1.500029326058415e-08,1,1.500029326058415e-08,0
1.500030226913434e-08,7.418849183371557e-07,1.500030226913434e-08,0.0004020812471877291,1.500030226913434e-08,2.5133172120272e-05,1.500030226913434e-08,0.0003483283890144669,1.500030226913434e-08,0.0001122725573470101,1.500030226913434e-08,1,1.500030226913434e-08,0,1.500030226913434e-08,0,1.500030226913434e-08,0,1.500030226913434e-08,1,1.500030226913434e-08,0,1.500030226913434e-08,0,1.500030226913434e-08,1,1.500030226913434e-08,0
